index  confidence   rules
 263   1.000        ['bridge', 'layer']=>['bridge:structure', 'name:zh-Hant']
 264   1.000        ['layer', 'name:zh-Hant']=>['bridge:structure', 'bridge']
 265   1.000        ['layer']=>['bridge:structure', 'bridge', 'name:zh-Hant']
 266   1.000        ['aeroway', 'name', 'building']=>['wikidata']
 267   1.000        ['aeroway', 'wikidata', 'building']=>['name']
 268   1.000        ['name', 'wikidata', 'building']=>['aeroway']
 269   1.000        ['aeroway', 'name', 'wikidata']=>['building']
 270   1.000        ['aeroway', 'building']=>['name', 'wikidata']
 271   1.000        ['aeroway', 'wikidata']=>['name', 'building']
 272   1.000        ['name', 'wikidata']=>['aeroway', 'building']
 273   1.000        ['aeroway', 'name']=>['wikidata', 'building']
 274   1.000        ['wikidata', 'building']=>['aeroway', 'name']
 275   1.000        ['name', 'building']=>['aeroway', 'wikidata']
 276   1.000        ['aeroway']=>['name', 'wikidata', 'building']
 277   1.000        ['building']=>['aeroway', 'name', 'wikidata']
 278   1.000        ['wikidata']=>['aeroway', 'name', 'building']
 279   1.000        ['bridge:structure', 'bridge', 'layer']=>['name:zh-Hans']
 280   1.000        ['name:zh-Hans', 'layer', 'bridge']=>['bridge:structure']
 281   1.000        ['bridge:structure', 'name:zh-Hans', 'layer']=>['bridge']
 282   1.000        ['bridge:structure', 'layer']=>['name:zh-Hans', 'bridge']
 283   1.000        ['bridge', 'layer']=>['bridge:structure', 'name:zh-Hans']
 284   1.000        ['name:zh-Hans', 'layer']=>['bridge:structure', 'bridge']
 285   1.000        ['layer']=>['bridge:structure', 'name:zh-Hans', 'bridge']
 286   1.000        ['name:zh', 'name', 'layer']=>['name:zh-Hant']
 287   1.000        ['layer', 'name:zh', 'name:zh-Hant']=>['name']
 288   1.000        ['name', 'layer', 'name:zh-Hant']=>['name:zh']
 289   1.000        ['name', 'layer']=>['name:zh', 'name:zh-Hant']
 290   1.000        ['layer', 'name:zh-Hant']=>['name', 'name:zh']
 291   1.000        ['layer', 'name:zh']=>['name', 'name:zh-Hant']
 292   1.000        ['layer']=>['name', 'name:zh', 'name:zh-Hant']
 293   1.000        ['bridge:structure', 'layer', 'name:zh']=>['name']
 294   1.000        ['bridge:structure', 'name', 'layer']=>['name:zh']
 295   1.000        ['name:zh', 'name', 'layer']=>['bridge:structure']
 296   1.000        ['name', 'layer']=>['bridge:structure', 'name:zh']
 297   1.000        ['bridge:structure', 'layer']=>['name', 'name:zh']
 298   1.000        ['layer', 'name:zh']=>['bridge:structure', 'name']
 299   1.000        ['layer']=>['bridge:structure', 'name', 'name:zh']
 300   1.000        ['bridge:structure', 'layer', 'name:zh']=>['name:zh-Hant']
 301   1.000        ['bridge:structure', 'layer', 'name:zh-Hant']=>['name:zh']
 302   1.000        ['layer', 'name:zh', 'name:zh-Hant']=>['bridge:structure']
 303   1.000        ['bridge:structure', 'layer']=>['name:zh', 'name:zh-Hant']
 304   1.000        ['layer', 'name:zh-Hant']=>['bridge:structure', 'name:zh']
 305   1.000        ['layer', 'name:zh']=>['bridge:structure', 'name:zh-Hant']
 306   1.000        ['layer']=>['bridge:structure', 'name:zh', 'name:zh-Hant']
 307   1.000        ['bridge:structure', 'name', 'name:zh']=>['name:zh-Hant']
 308   1.000        ['bridge:structure', 'name:zh', 'name:zh-Hant']=>['name']
 309   1.000        ['bridge:structure', 'name', 'name:zh-Hant']=>['name:zh']
 310   1.000        ['name', 'name:zh', 'name:zh-Hant']=>['bridge:structure']
 311   1.000        ['bridge:structure', 'name']=>['name:zh', 'name:zh-Hant']
 312   1.000        ['name', 'name:zh-Hant']=>['bridge:structure', 'name:zh']
 313   1.000        ['bridge:structure', 'name:zh-Hant']=>['name', 'name:zh']
 314   1.000        ['bridge:structure', 'name:zh']=>['name', 'name:zh-Hant']
 315   1.000        ['name', 'name:zh']=>['bridge:structure', 'name:zh-Hant']
 316   1.000        ['name:zh', 'name:zh-Hant']=>['bridge:structure', 'name']
 317   1.000        ['name:zh']=>['bridge:structure', 'name', 'name:zh-Hant']
 318   1.000        ['name:zh-Hant']=>['bridge:structure', 'name', 'name:zh']
 319   1.000        ['bridge:structure']=>['name', 'name:zh', 'name:zh-Hant']
 320   1.000        ['name', 'name:zh', 'name:zh-Hant']=>['name:zh-Hans']
 321   1.000        ['name:zh-Hans', 'name', 'name:zh']=>['name:zh-Hant']
 322   1.000        ['name:zh-Hans', 'name:zh', 'name:zh-Hant']=>['name']
 323   1.000        ['name:zh-Hans', 'name', 'name:zh-Hant']=>['name:zh']
 324   1.000        ['name:zh-Hans', 'name']=>['name:zh', 'name:zh-Hant']
 325   1.000        ['name', 'name:zh-Hant']=>['name:zh-Hans', 'name:zh']
 326   1.000        ['name:zh-Hans', 'name:zh-Hant']=>['name', 'name:zh']
 327   1.000        ['name:zh-Hans', 'name:zh']=>['name', 'name:zh-Hant']
 328   1.000        ['name:zh', 'name:zh-Hant']=>['name:zh-Hans', 'name']
 329   1.000        ['name', 'name:zh']=>['name:zh-Hans', 'name:zh-Hant']
 330   1.000        ['name:zh']=>['name:zh-Hans', 'name', 'name:zh-Hant']
 331   1.000        ['name:zh-Hans']=>['name', 'name:zh', 'name:zh-Hant']
 332   1.000        ['name:zh-Hant']=>['name:zh-Hans', 'name', 'name:zh']
 333   1.000        ['bridge:structure', 'layer', 'name:zh']=>['name:zh-Hans']
 334   1.000        ['bridge:structure', 'name:zh-Hans', 'layer']=>['name:zh']
 335   1.000        ['name:zh-Hans', 'layer', 'name:zh']=>['bridge:structure']
 336   1.000        ['bridge:structure', 'layer']=>['name:zh-Hans', 'name:zh']
 337   1.000        ['name:zh-Hans', 'layer']=>['bridge:structure', 'name:zh']
 338   1.000        ['layer', 'name:zh']=>['bridge:structure', 'name:zh-Hans']
 339   1.000        ['layer']=>['bridge:structure', 'name:zh-Hans', 'name:zh']
 340   1.000        ['bridge:structure', 'name', 'layer']=>['name:zh-Hans']
 341   1.000        ['bridge:structure', 'name:zh-Hans', 'layer']=>['name']
 342   1.000        ['name:zh-Hans', 'name', 'layer']=>['bridge:structure']
 343   1.000        ['bridge:structure', 'layer']=>['name:zh-Hans', 'name']
 344   1.000        ['name', 'layer']=>['bridge:structure', 'name:zh-Hans']
 345   1.000        ['name:zh-Hans', 'layer']=>['bridge:structure', 'name']
 346   1.000        ['layer']=>['bridge:structure', 'name:zh-Hans', 'name']
