data_length : 807         min_support_num : 20 
min_support : 2.50%       min_conf : 72.50% 

index  confidence   rules
 331   0.786        ['takeaway', 'opening_hours']=>['smoking', 'wheelchair']
 332   0.786        ['takeaway', 'opening_hours']=>['cuisine', 'wheelchair']
 333   0.786        ['takeaway', 'opening_hours']=>['cuisine', 'smoking', 'wheelchair']
 334   0.783        ['opening_hours', 'smoking']=>['wheelchair']
 335   0.783        ['opening_hours', 'smoking']=>['cuisine', 'wheelchair']
 336   0.781        ['cuisine', 'internet_access:fee']=>['opening_hours', 'wheelchair']
 337   0.781        ['internet_access:fee', 'smoking']=>['opening_hours', 'wheelchair']
 338   0.781        ['cuisine', 'internet_access:fee', 'internet_access']=>['opening_hours', 'wheelchair']
 339   0.781        ['cuisine', 'internet_access:fee']=>['internet_access', 'opening_hours', 'wheelchair']
 340   0.781        ['internet_access', 'internet_access:fee', 'smoking']=>['opening_hours', 'wheelchair']
 341   0.781        ['internet_access:fee', 'smoking']=>['internet_access', 'opening_hours', 'wheelchair']
 342   0.781        ['cuisine', 'internet_access:fee']=>['smoking', 'opening_hours', 'wheelchair']
 343   0.781        ['internet_access:fee', 'smoking']=>['cuisine', 'opening_hours', 'wheelchair']
 344   0.781        ['cuisine', 'internet_access', 'smoking']=>['opening_hours', 'wheelchair']
 345   0.781        ['cuisine', 'internet_access:fee', 'internet_access']=>['smoking', 'opening_hours', 'wheelchair']
 346   0.781        ['cuisine', 'internet_access', 'smoking']=>['opening_hours', 'internet_access:fee', 'wheelchair']
 347   0.781        ['internet_access', 'internet_access:fee', 'smoking']=>['cuisine', 'opening_hours', 'wheelchair']
 348   0.781        ['internet_access:fee', 'smoking']=>['cuisine', 'internet_access', 'opening_hours', 'wheelchair']
 349   0.781        ['cuisine', 'internet_access:fee']=>['smoking', 'internet_access', 'opening_hours', 'wheelchair']
 350   0.765        ['internet_access', 'smoking']=>['wheelchair']
 351   0.765        ['smoking', 'internet_access']=>['internet_access:fee', 'wheelchair']
 352   0.765        ['internet_access', 'smoking']=>['cuisine', 'wheelchair']
 353   0.765        ['internet_access', 'smoking']=>['cuisine', 'internet_access:fee', 'wheelchair']
 354   0.758        ['internet_access:fee']=>['opening_hours', 'wheelchair']
 355   0.758        ['internet_access:fee', 'internet_access']=>['opening_hours', 'wheelchair']
 356   0.758        ['internet_access:fee']=>['internet_access', 'opening_hours', 'wheelchair']
 357   0.758        ['internet_access:fee']=>['cuisine', 'opening_hours', 'wheelchair']
 358   0.758        ['internet_access:fee']=>['smoking', 'opening_hours', 'wheelchair']
 359   0.758        ['internet_access:fee', 'internet_access']=>['cuisine', 'opening_hours', 'wheelchair']
 360   0.758        ['internet_access:fee']=>['cuisine', 'internet_access', 'opening_hours', 'wheelchair']
 361   0.758        ['internet_access:fee', 'internet_access']=>['smoking', 'opening_hours', 'wheelchair']
 362   0.758        ['internet_access:fee']=>['smoking', 'internet_access', 'opening_hours', 'wheelchair']
 363   0.758        ['internet_access:fee']=>['cuisine', 'smoking', 'opening_hours', 'wheelchair']
 364   0.758        ['internet_access:fee', 'internet_access']=>['cuisine', 'smoking', 'opening_hours', 'wheelchair']
 365   0.758        ['internet_access:fee']=>['smoking', 'wheelchair', 'cuisine', 'opening_hours', 'internet_access']
 366   0.750        ['opening_hours', 'internet_access']=>['smoking']
 367   0.750        ['opening_hours', 'internet_access']=>['internet_access:fee']
 368   0.750        ['opening_hours', 'internet_access']=>['cuisine', 'internet_access:fee']
 369   0.750        ['opening_hours', 'internet_access']=>['internet_access:fee', 'smoking']
 370   0.750        ['opening_hours', 'internet_access']=>['cuisine', 'smoking']
 371   0.750        ['opening_hours', 'internet_access']=>['cuisine', 'internet_access:fee', 'smoking']
 372   0.739        ['cuisine', 'takeaway']=>['smoking']
 373   0.735        ['internet_access', 'smoking']=>['opening_hours', 'wheelchair']
 374   0.735        ['cuisine', 'takeaway', 'smoking']=>['opening_hours']
 375   0.735        ['internet_access', 'smoking']=>['opening_hours', 'internet_access:fee', 'wheelchair']
 376   0.735        ['internet_access', 'smoking']=>['cuisine', 'opening_hours', 'wheelchair']
 377   0.735        ['internet_access', 'smoking']=>['cuisine', 'opening_hours', 'internet_access:fee', 'wheelchair']
 378   0.725        ['takeaway']=>['smoking']
